FILE,STRATEGY,TP_SL, END_BALANCE__1 , END_BALANCE__2 , END_BALANCE__3 ,WIN_RATE__1,WIN_RATE__2,WIN_RATE__3, NBR_TRADES__1 , NBR_TRADES__2 , NBR_TRADES__3 , MAX_END_BALANCE 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 30 , 23 , 21 ,80%,52%,74%, 317 , 376 , 376 , 30 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 30 , 23 , 21 ,80%,52%,74%, 317 , 376 , 376 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_AI_1, 27 , -   , 30 ,72%,45%,71%, 199 , 213 , 213 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  ROC_3,TP_AI_1  --  SL_ATR_1, 30 , 6 , 19 ,88%,53%,81%, 249 , 279 , 279 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  ROC_3,TP_AI_1  --  SL_ATR_1, 30 , 6 , 19 ,88%,53%,81%, 249 , 279 , 279 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  ROC_3,TP_AI_1  --  SL_ATR_1, 30 , 6 , 19 ,88%,53%,81%, 249 , 279 , 279 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 0 , 0 , 30 ,83%,49%,73%, 172 , 262 , 262 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_2  --  SL_ATR_2, 30 , -   , 26 ,78%,36%,68%, 18 , 22 , 22 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_3_2,TP_AI_2  --  SL_ATR_2, 30 , -   , 26 ,78%,36%,68%, 18 , 22 , 22 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_3_2,TP_AI_2  --  SL_ATR_2, 30 , -   , 26 ,78%,36%,68%, 18 , 22 , 22 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_3_2,TP_AI_2  --  SL_ATR_2, 30 , -   , 26 ,78%,36%,68%, 18 , 22 , 22 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_1  --  SL_ATR_1, 30 , 2 , 23 ,88%,55%,81%, 240 , 268 , 268 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  ALL,TP_AI_1  --  SL_AI_1, 30 , 1 , 21 ,70%,52%,66%, 249 , 312 , 312 , 30 
ETHUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 27 , 0 , 30 ,74%,48%,68%, 166 , 214 , 214 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_2,TP_AI_2  --  SL_AI_1, 30 , 6 , 30 ,29%,36%,29%, 14 , 14 , 14 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_30,TP_AI_1  --  SL_ATR_1, 30 , -   , 16 ,89%,45%,74%, 111 , 199 , 199 , 30 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_1,TP_AI_1  --  SL_AI_1, 29 , 3 , 30 ,71%,55%,71%, 93 , 95 , 95 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 3 , 0 , 30 ,90%,50%,79%, 235 , 355 , 355 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 28 , -   , 30 ,37%,59%,41%, 19 , 22 , 22 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 9 , -   , 30 ,86%,50%,74%, 158 , 293 , 293 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_ATR_2, 30 , -   , 10 ,75%,54%,60%, 252 , 425 , 425 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 6 , -   , 30 ,86%,56%,78%, 140 , 223 , 223 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 19 , -   , 30 ,89%,51%,80%, 116 , 159 , 159 , 30 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 9 , 1 , 30 ,88%,51%,78%, 191 , 300 , 300 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , -   , 30 ,69%,49%,67%, 71 , 73 , 73 , 30 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  STOCH_30,TP_AI_1  --  SL_AI_1, 30 , -   , 28 ,72%,48%,68%, 178 , 198 , 198 , 30 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  ROC_2,TP_AI_2  --  SL_AI_1, 29 , 6 , 29 ,23%,38%,23%, 13 , 13 , 13 , 29 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 29 , 0 , 17 ,81%,49%,68%, 377 , 496 , 496 , 29 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 29 , 0 , 17 ,81%,49%,68%, 377 , 496 , 496 , 29 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 29 , 0 , 17 ,81%,49%,68%, 377 , 496 , 496 , 29 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 29 , -   , 12 ,86%,48%,76%, 331 , 423 , 423 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 29 , 3 , 24 ,86%,50%,72%, 382 , 515 , 515 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_ATR_1, 29 , 3 , 24 ,86%,50%,72%, 382 , 515 , 515 , 29 
BTCUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_3,TP_AI_1  --  SL_ATR_1, 29 , 29 , 25 ,73%,51%,68%, 135 , 153 , 153 , 29 
BTCUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  ROC_3,TP_AI_1  --  SL_ATR_1, 29 , 29 , 25 ,73%,51%,68%, 135 , 153 , 153 , 29 
BTCUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  5  --  ROC_3,TP_AI_1  --  SL_ATR_1, 29 , 29 , 25 ,73%,51%,68%, 135 , 153 , 153 , 29 
BTCUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  10  --  ROC_3,TP_AI_1  --  SL_ATR_1, 29 , 29 , 25 ,73%,51%,68%, 135 , 153 , 153 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 7 , -   , 29 ,86%,56%,76%, 133 , 243 , 243 , 29 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_AI_1, -   , 29 , -   ,26%,52%,26%, 66 , 81 , 81 , 29 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 11 , 29 , 1 ,72%,52%,59%, 47 , 81 , 81 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 29 , -   , 8 ,86%,50%,73%, 499 , 722 , 722 , 29 
ETHUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 29 , 27 , 29 ,75%,51%,68%, 207 , 265 , 265 , 29 
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 8 , -   , 29 ,88%,49%,74%, 189 , 303 , 303 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 5 , 0 , 29 ,85%,55%,73%, 172 , 329 , 329 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  5  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 29 , -   , 10 ,63%,52%,53%, 259 , 879 , 879 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_AI_1, 29 , -   , 29 ,75%,55%,72%, 283 , 313 , 313 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  STOCH_30,TP_AI_1  --  SL_AI_1, 20 , -   , 29 ,71%,51%,71%, 150 , 172 , 172 , 29 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  ROC_1,TP_AI_1  --  SL_AI_1, 28 , 3 , 29 ,71%,55%,70%, 95 , 97 , 97 , 29 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_2,TP_AI_1  --  SL_AI_1, 29 , 1 , 23 ,83%,55%,79%, 253 , 266 , 266 , 29 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  10  --  ROC_1,TP_AI_1  --  SL_AI_1, 20 , 24 , 29 ,75%,56%,74%, 155 , 168 , 168 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 29 , -   , 12 ,65%,52%,53%, 320 , 963 , 963 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 29 , -   , 9 ,70%,53%,55%, 308 , 764 , 764 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,29%,57%,29%, 14 , 14 , 14 , 29 
ETHUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 29 , 12 , 14 ,88%,49%,72%, 168 , 316 , 316 , 29 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_3,TP_AI_1  --  SL_AI_1, 29 , 21 , 29 ,70%,51%,69%, 94 , 96 , 96 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 29 , -   , 28 ,57%,38%,50%, 14 , 24 , 24 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 29 , -   , 28 ,57%,38%,50%, 14 , 24 , 24 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_20,TP_AI_1  --  SL_ATR_1, 6 , -   , 29 ,87%,53%,77%, 163 , 270 , 270 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  ALL,TP_AI_1  --  SL_AI_1, 13 , 0 , 29 ,77%,51%,73%, 357 , 406 , 406 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 13 , 0 , 29 ,77%,51%,73%, 357 , 406 , 406 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_1  --  SL_AI_1, 13 , 0 , 29 ,77%,51%,73%, 357 , 406 , 406 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  ROC_2,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,17%,38%,23%, 12 , 13 , 13 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  ROC_2,TP_AI_2  --  SL_AI_1, 29 , -   , 29 ,17%,38%,23%, 12 , 13 , 13 , 29 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_ATR_2, 8 , -   , 29 ,73%,54%,63%, 237 , 399 , 399 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, 29 , 10 , 29 ,23%,46%,23%, 13 , 13 , 13 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 23 , 16 , 29 ,86%,53%,75%, 395 , 527 , 527 , 29 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 12 , 19 , 29 ,88%,52%,77%, 232 , 380 , 380 , 29 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  ROC_1,TP_AI_2  --  SL_ATR_2, 21 , -   , 29 ,54%,52%,53%, 145 , 567 , 567 , 29 
ETHUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  ALL,TP_AI_1  --  SL_AI_1, 29 , 21 , 18 ,72%,51%,64%, 158 , 194 , 194 , 29 
ETHUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_AI_1, 29 , 21 , 18 ,72%,51%,64%, 158 , 193 , 193 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 29 , -   , 14 ,62%,52%,54%, 157 , 362 , 362 , 29 
BTCUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 12 , -   , 29 ,37%,50%,47%, 108 , 381 , 381 , 29 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_AI_1, 29 , 0 , 17 ,77%,47%,72%, 377 , 402 , 402 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_30,TP_AI_1  --  SL_ATR_1, 29 , -   , 23 ,86%,45%,72%, 77 , 111 , 111 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_ATR_2, 29 , -   , 13 ,71%,48%,55%, 41 , 75 , 75 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 24 , 1 , 29 ,80%,50%,74%, 280 , 307 , 307 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 24 , 1 , 29 ,80%,50%,74%, 280 , 307 , 307 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 24 , 1 , 29 ,80%,50%,74%, 280 , 307 , 307 , 29 
ADAUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 24 , 1 , 29 ,80%,50%,74%, 280 , 307 , 307 , 29 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  ROC_1,TP_AI_2  --  SL_ATR_2, 29 , -   , 24 ,79%,55%,68%, 24 , 31 , 31 , 29 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  ROC_1,TP_AI_2  --  SL_ATR_2, 29 , -   , 24 ,79%,55%,68%, 24 , 31 , 31 , 29 
BTCUSDT -- 1D -- amazon/chronos-t5-small,1  --  5  --  ROC_1,TP_AI_2  --  SL_ATR_2, 29 , -   , 24 ,79%,55%,68%, 24 , 31 , 31 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, 27 , 29 , 27 ,0%,50%,0%, 10 , 10 , 10 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  ROC_2,TP_AI_2  --  SL_AI_1, 27 , 29 , 27 ,0%,50%,0%, 10 , 10 , 10 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, 27 , 29 , 27 ,0%,50%,0%, 10 , 10 , 10 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  ROC_2,TP_AI_2  --  SL_AI_1, 27 , 29 , 27 ,0%,50%,0%, 10 , 10 , 10 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, 29 , 10 , 29 ,17%,50%,17%, 12 , 12 , 12 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 23 , 1 , 29 ,92%,50%,82%, 233 , 335 , 335 , 29 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 23 , 1 , 29 ,92%,50%,82%, 233 , 335 , 335 , 29 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 28 , -   , 27 ,54%,35%,48%, 13 , 23 , 23 , 28 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  ALL,TP_AI_2  --  SL_AI_1, 0 , 28 , 0 ,33%,56%,32%, 73 , 78 , 78 , 28 
ADAUSDT -- 1D -- amazon/chronos-t5-small,1  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_1  --  SL_ATR_1, 1 , 0 , 28 ,83%,52%,73%, 171 , 308 , 308 , 28 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_ATR_2, 28 , -   , 20 ,72%,46%,56%, 46 , 97 , 97 , 28 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  10  --  STOCH_10,TP_AI_1  --  SL_ATR_1, 13 , 2 , 28 ,81%,52%,70%, 292 , 420 , 420 , 28 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 1 , 28 , 1 ,26%,52%,27%, 46 , 48 , 48 , 28 
DOGEUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, 28 , -   , 16 ,88%,52%,78%, 163 , 211 , 211 , 28 
BTCUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  ROC_3,TP_AI_2  --  SL_ATR_2, 27 , 0 , 28 ,46%,51%,52%, 122 , 577 , 577 , 28 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  ROC_2,TP_AI_1  --  SL_ATR_1, 28 , 1 , 11 ,84%,52%,78%, 230 , 258 , 258 , 28 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  ROC_3,TP_AI_1  --  SL_AI_1, 28 , 21 , 28 ,70%,51%,68%, 96 , 98 , 98 , 28 
ETHUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  STOCH_30,TP_AI_1  --  SL_ATR_1, 28 , 0 , 23 ,78%,49%,66%, 217 , 280 , 280 , 28 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  ALL,TP_AI_2  --  SL_AI_1, -   , 28 , -   ,20%,54%,20%, 102 , 127 , 127 , 28 
BTCUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  ALL,TP_AI_2  --  SL_ATR_2, 0 , 28 , -   ,66%,54%,54%, 67 , 127 , 127 , 28 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 28 , 1 , 24 ,88%,45%,80%, 147 , 178 , 178 , 28 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 28 , 1 , 24 ,88%,45%,80%, 147 , 178 , 178 , 28 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 28 , 1 , 24 ,88%,45%,80%, 147 , 178 , 178 , 28 
AVAXUSDT -- 4H -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_3_1,TP_AI_1  --  SL_ATR_1, 28 , 1 , 24 ,88%,45%,80%, 147 , 178 , 178 , 28 
BTCUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   , 28 , -   ,36%,53%,28%, 256 , 700 , 700 , 28 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_1  --  SL_AI_1, 28 , 11 , 16 ,79%,52%,74%, 323 , 380 , 380 , 28 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  AVG_VOL_P_GAIN_1_2,TP_AI_2  --  SL_AI_1, 0 , 28 , 0 ,32%,56%,31%, 72 , 77 , 77 , 28 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 28 , -   , 17 ,63%,54%,55%, 317 ," 1,231 "," 1,231 ", 28 
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 28 , -   , 17 ,63%,54%,55%, 317 ," 1,231 "," 1,231 ", 28 
DOGEUSDT -- 4H -- amazon/chronos-t5-large,1  --  5  --  ROC_2,TP_AI_1  --  SL_ATR_1, 19 , 5 , 28 ,77%,51%,75%, 94 , 99 , 99 , 28 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  5  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 28 , -   , 24 ,76%,54%,75%, 232 , 239 , 239 , 28 
ADAUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  10  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_AI_1, 28 , -   , 24 ,76%,54%,75%, 232 , 239 , 239 , 28 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_10,TP_AI_1  --  SL_AI_1, 24 , -   , 28 ,77%,51%,72%, 316 , 359 , 359 , 28 
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_1  --  SL_ATR_1, 10 , 28 , 26 ,89%,52%,78%, 232 , 360 , 360 , 28 
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 28 , -   , 24 ,81%,44%,68%, 31 , 50 , 50 , 28 
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_30,TP_AI_1  --  SL_ATR_1, 28 , -   , 21 ,84%,50%,71%, 339 , 508 , 508 , 28 
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_ATR_2, 28 , -   , 23 ,71%,48%,55%, 45 , 92 , 92 , 28 
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  AVG_VOL_P_GAIN_1_1,TP_AI_2  --  SL_AI_1, 0 , 28 , 0 ,32%,55%,32%, 72 , 76 , 76 , 28 
ETHUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_10,TP_AI_1  --  SL_AI_1, 28 , 0 , 21 ,71%,50%,65%, 131 , 156 , 156 , 28 
